English,Hindi
uniformly most powerful test,एकसमान शक्ततम परीक्षण
uniform motion,एकसमान गति
uniform probability distribution,एकसमान प्रायिकता बंटन
uniform speed,एकसमान चाल
uniform topology,एकसमान संस्थिति
unimodal,एकबहुलकी
unimodular,एकमापांकी
unimodular matrix,एकमापांकी आव्यूह
unimodular property,एकमापांकी गुणधर्म
union," संघ , सम्मिलन , संयोग"
union of family of subsets,उपसमुच्चयों के परिवार का सम्मिलन
union of sets,समुच्चयों का सम्मिलन
unique factorization domain,अद्वितीय गणनखंडन प्रांत
unique factorization theorem,अद्वितीय गुणनखंडन प्रमेय
uniquely defined(=uniquely determined),अद्वितीयतः निर्धारित
uniqueness,अद्वितीयता
uniqueness of the solution,हल की अद्वितीयता
uniqueness problem,अद्वितीयता-समस्या
uniqueness theorem,अद्वितीयता-प्रमेय
unique solution,अद्वितीय हल
unique vector,अद्वितीय सदिश
unit," मात्रक, इकाई, एकक,यूनिट, एकांक, एकल,ऐकिक, , व्युत्क्रमणीय"
unitary,ऐकिक
unitary group,ऐकिक समूह
unitary matrix,ऐकिक आव्यूह
unitary method,ऐकिक विधि
unit ball,एकक गोलक
unit cell,"एकक सेल, एकक कोष्ठिका, मात्रक कोष्ठिका"
unit circle,एकांक वृत्त
unit element,तत्समक अवयव
unit function,एकक फलन
unit mass,एकांक द्रव्यमान
unit matrix,"एकांक मैट्रिक्स, तत्समकारी आव्यूह"
unit normal variate(=standard normal variate),मानकीकृत प्रसामान्य विचर
